time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-08-30T16:09:35.731Z,-3.7406,35.6078,10,4.6,mb,34,75,2.793,0.59,us,us7000i3ql,2022-09-07T17:04:59.670Z,"14 km NE of Mbulu, Tanzania",earthquake,8.52,1.903,0.132,19,reviewed,us,us
2022-08-30T13:58:54.278Z,-53.5204,24.9336,10,4.5,mb,14,77,21.859,0.82,us,us7000i610,2022-09-07T16:20:39.040Z,"south of Africa",earthquake,14.28,1.902,0.15,13,reviewed,us,us
2022-08-30T13:58:20.704Z,4.3702,62.561,10,5.3,mww,69,53,11.435,0.61,us,us7000i3nv,2022-09-07T16:11:25.040Z,"Carlsberg Ridge",earthquake,10.4,1.855,0.08,15,reviewed,us,us
2022-08-30T11:19:37.682Z,-54.3971,-136.3087,10,4.7,mb,26,62,28.107,0.5,us,us7000i60l,2022-09-29T13:58:51.040Z,"Pacific-Antarctic Ridge",earthquake,13.78,1.893,0.115,23,reviewed,us,us
2022-08-30T10:57:02.532Z,14.5371,55.8746,10,4.5,mb,55,76,10.359,0.54,us,us7000i3n5,2022-09-29T09:29:44.040Z,"289 km NE of Hadibu, Yemen",earthquake,7.45,1.831,0.091,38,reviewed,us,us
2022-08-30T09:09:43.266Z,-54.6506,-136.1522,10,6.3,mww,155,33,28.223,0.38,us,us7000i3mp,2022-10-04T16:42:47.040Z,"Pacific-Antarctic Ridge",earthquake,3.78,1.849,0.069,20,reviewed,us,us
2022-08-30T08:36:11.834Z,4.3043,62.6885,10,4.9,mb,58,64,11.463,0.99,us,us7000i3mi,2022-09-29T09:34:25.040Z,"Carlsberg Ridge",earthquake,3.19,1.847,0.083,46,reviewed,us,us
2022-08-30T08:00:00.598Z,-54.7566,-136.2513,10,5.5,mww,31,66,31.267,1.08,us,us7000i3mn,2022-10-05T20:10:18.040Z,"Pacific-Antarctic Ridge",earthquake,12.11,1.484,0.08,15,reviewed,us,us
2022-08-30T05:35:58.339Z,4.1989,62.6927,10,4.7,mb,67,86,10.75,0.42,us,us7000i3lq,2022-09-12T06:09:18.040Z,"Carlsberg Ridge",earthquake,6.07,1.795,0.071,60,reviewed,us,us
2022-08-30T05:28:06.302Z,4.1412,62.6799,10,4.7,mb,70,53,10.776,0.64,us,us7000i3ll,2022-09-12T06:01:22.040Z,"Carlsberg Ridge",earthquake,10.86,1.869,0.069,63,reviewed,us,us
2022-08-30T04:33:16.174Z,-0.1006,123.2121,162.233,4.5,mb,37,66,1.033,0.65,us,us7000i3lf,2022-10-03T20:12:59.040Z,"72 km SSE of Gorontalo, Indonesia",earthquake,6.96,3.649,0.115,22,reviewed,us,us
2022-08-30T04:32:52.681Z,-5.8439,127.7807,401.077,4.5,mb,23,63,6.043,0.59,us,us7000i618,2022-09-09T01:10:36.040Z,"241 km S of Ambon, Indonesia",earthquake,10,9.242,0.136,16,reviewed,us,us
2022-08-30T03:49:34.548Z,38.6584,20.4475,10,4.6,mb,79,99,1.268,1.14,us,us7000i3l9,2022-09-09T00:48:52.180Z,"29 km SW of Lefkáda, Greece",earthquake,5.8,1.819,0.075,53,reviewed,us,us
2022-08-30T00:58:05.900Z,-62.1378,160.7188,10,4.8,mb,25,73,7.718,0.44,us,us7000i608,2022-09-09T03:31:15.040Z,"Balleny Islands region",earthquake,5.68,1.893,0.127,19,reviewed,us,us
2022-08-30T00:47:08.186Z,4.7567,62.2044,10,4.7,mb,73,53,11.104,0.59,us,us7000i3kb,2022-09-10T04:49:23.040Z,"Carlsberg Ridge",earthquake,7.86,1.835,0.068,65,reviewed,us,us
2022-08-29T23:54:09.324Z,-22.2448,-176.5211,178.495,4.5,mb,63,74,1.626,0.59,us,us7000i3jw,2022-10-03T21:06:43.040Z,"181 km SW of Vaini, Tonga",earthquake,9.18,2.842,0.051,114,reviewed,us,us
2022-08-29T18:10:50.074Z,-32.6577,-179.1775,33,5.7,mww,129,35,5.31,1.1,us,us7000i3gq,2022-09-29T13:10:38.804Z,"south of the Kermadec Islands",earthquake,10.13,1.776,0.061,26,reviewed,us,us
2022-08-29T18:08:32.596Z,-15.6617,167.3886,54.441,4.6,mb,26,161,0.278,0.71,us,us7000i5qj,2022-09-13T14:30:58.040Z,"28 km ESE of Luganville, Vanuatu",earthquake,9.49,4.421,0.172,10,reviewed,us,us
2022-08-29T16:02:33.126Z,47.4391,-27.4476,10,4.5,mb,39,97,15.95,0.62,us,us7000i5qf,2022-09-07T14:29:41.040Z,"northern Mid-Atlantic Ridge",earthquake,15.24,1.93,0.09,38,reviewed,us,us
2022-08-29T15:22:29.187Z,40.4072,-126.8037,10,4.5,mwr,54,195,1.883,0.36,us,us7000i3dm,2022-10-04T16:40:04.040Z,"216 km W of Ferndale, California",earthquake,7.75,1.969,,4,reviewed,us,nc
2022-08-29T14:13:31.782Z,26.5942,127.3669,75.034,4.5,mb,20,65,0.845,0.91,us,us7000i5qa,2022-09-06T20:17:32.040Z,"49 km WNW of Ishikawa, Japan",earthquake,7.75,4.867,0.191,9,reviewed,us,us
2022-08-29T14:04:02.179Z,0.4786,122.1097,193.176,4.5,mb,21,66,1.469,0.99,us,us7000i5q9,2022-09-06T20:01:13.040Z,"106 km W of Gorontalo, Indonesia",earthquake,9.32,5.13,0.156,15,reviewed,us,us
2022-08-29T13:09:53.874Z,-0.9764,98.6319,20.899,4.6,mb,25,169,2.499,0.43,us,us7000i5q8,2022-09-06T19:43:08.040Z,"170 km WSW of Pariaman, Indonesia",earthquake,9.28,6.225,0.172,12,reviewed,us,us
2022-08-29T12:55:57.259Z,13.7441,144.9427,127.34,5.7,mww,113,23,0.17,0.38,us,us7000i3cd,2022-10-03T13:06:00.056Z,"23 km NNE of Yigo Village, Guam",earthquake,10.13,3.965,0.05,38,reviewed,us,us
2022-08-29T12:44:19.407Z,-1.1345,98.5391,18.54,4.6,mb,33,151,2.607,0.55,us,us7000i3cc,2022-09-12T05:29:13.040Z,"184 km WSW of Pariaman, Indonesia",earthquake,7.76,5.162,0.136,17,reviewed,us,us
2022-08-29T12:19:35.774Z,28.8612,130.6587,10,5.5,mww,94,48,2.645,0.49,us,us7000i3c8,2022-10-05T20:06:12.040Z,"127 km ENE of Naze, Japan",earthquake,3.05,1.798,0.066,22,reviewed,us,us
2022-08-29T11:36:40.531Z,4.2597,62.7333,10,4.5,mb,38,79,21.504,0.37,us,us7000i5q4,2022-09-09T08:07:17.040Z,"Carlsberg Ridge",earthquake,12.68,1.907,0.099,30,reviewed,us,us
2022-08-29T11:11:48.945Z,-1.0575,98.6699,20.596,4.6,mb,40,125,2.588,0.35,us,us7000i3bw,2022-09-11T09:05:21.040Z,"Kepulauan Mentawai region, Indonesia",earthquake,7.15,5.853,0.117,22,reviewed,us,us
2022-08-29T11:01:11.830Z,-1.018,98.6831,20.73,4.5,mb,38,173,2.559,0.4,us,us7000i3bu,2022-09-11T09:02:18.040Z,"",earthquake,8.04,6.262,0.116,22,reviewed,us,us
2022-08-29T10:58:37.359Z,0.07,123.8441,103.906,4.8,mb,50,33,1.539,0.75,us,us7000i3bt,2022-09-29T10:26:21.040Z,"101 km ESE of Gorontalo, Indonesia",earthquake,6.44,5.433,0.09,38,reviewed,us,us
2022-08-29T10:41:34.763Z,47.4866,-27.4297,10,4.6,mb,28,60,16.99,0.65,us,us7000i5qg,2022-09-29T10:39:09.040Z,"northern Mid-Atlantic Ridge",earthquake,10.51,1.638,0.058,89,reviewed,us,us
2022-08-29T10:20:41.879Z,50.4231,90.7406,10,4.5,mb,49,65,5.072,0.62,us,us7000i3bd,2022-09-29T11:05:10.040Z,"22 km ENE of Mugur-Aksy, Russia",earthquake,6.6,1.9,0.069,62,reviewed,us,us
2022-08-29T09:56:20.867Z,4.4202,62.4467,10,4.5,mb,27,142,20.645,0.63,us,us7000i5py,2022-09-29T11:23:36.040Z,"Carlsberg Ridge",earthquake,12.55,1.765,0.136,16,reviewed,us,us
2022-08-29T09:08:55.280Z,-20.4746,-11.6288,10,4.9,mb,33,82,27.885,0.79,us,us7000i5px,2022-09-29T12:55:51.040Z,"southern Mid-Atlantic Ridge",earthquake,15.39,1.813,0.132,22,reviewed,us,us
2022-08-29T07:49:02.210Z,11.8732,143.3401,10,4.7,mb,59,89,2.266,0.67,us,us7000i3aq,2022-09-29T10:24:46.040Z,"211 km SW of Merizo Village, Guam",earthquake,11.56,1.921,0.056,98,reviewed,us,us
2022-08-29T04:53:18.713Z,-5.7578,145.416,84.161,5.1,mb,84,101,5.697,0.65,us,us7000i3a1,2022-09-07T05:27:34.911Z,"eastern New Guinea region, Papua New Guinea",earthquake,9.83,5.977,0.042,180,reviewed,us,us
2022-08-29T03:42:03.496Z,28.9235,130.6003,10,4.5,mb,16,130,2.58,0.28,us,us7000i5pr,2022-09-07T05:17:44.040Z,"125 km ENE of Naze, Japan",earthquake,6.26,1.908,0.22,6,reviewed,us,us
2022-08-29T03:35:42.369Z,-1.0508,98.5875,17.567,4.7,mb,19,200,2.548,1.02,us,us7000i5ps,2022-09-07T04:50:54.040Z,"",earthquake,9.07,5.607,0.277,5,reviewed,us,us
2022-08-29T03:29:13.692Z,-0.9876,98.6042,17,6.2,mww,118,23,2.498,0.64,us,us7000i38s,2022-10-03T21:34:53.629Z,"173 km WSW of Pariaman, Indonesia",earthquake,6.8,1.752,0.06,27,reviewed,us,us
2022-08-29T01:18:18.400Z,4.398,62.5613,10,4.8,mb,68,109,18.27,0.64,us,us7000i38a,2022-09-07T03:26:07.040Z,"",earthquake,11.62,1.576,0.068,67,reviewed,us,us
2022-08-28T23:45:17.132Z,4.6296,62.357,10,4.6,mb,94,37,15.639,0.54,us,us7000i37y,2022-09-10T04:44:54.040Z,"Carlsberg Ridge",earthquake,10.09,1.85,0.059,87,reviewed,us,us
2022-08-28T22:45:01.723Z,4.8099,62.5741,10,4.7,mb,22,95,20.627,0.38,us,us7000i5fb,2022-10-03T19:48:48.040Z,"Carlsberg Ridge",earthquake,14.63,1.915,0.143,15,reviewed,us,us
2022-08-28T22:34:36.182Z,-1.0429,98.6342,34.105,5.7,mww,107,26,2.56,0.53,us,us7000i37c,2022-10-03T19:44:03.210Z,"Kepulauan Mentawai region, Indonesia",earthquake,6.47,2.291,0.08,15,reviewed,us,us
2022-08-28T22:30:30.935Z,4.5308,62.3788,10,4.6,mb,43,106,11.337,0.48,us,us7000i37d,2022-09-07T02:11:34.040Z,"Carlsberg Ridge",earthquake,12.18,1.903,0.097,32,reviewed,us,us
2022-08-28T21:04:47.397Z,-6.0464,147.4351,73.835,4.8,mb,65,75,5.057,0.56,us,us7000i36q,2022-10-03T19:34:08.040Z,"72 km NW of Finschhafen, Papua New Guinea",earthquake,10.27,5.729,0.058,91,reviewed,us,us
2022-08-28T18:48:02.902Z,-21.7689,-176.9419,229.938,5.6,mww,90,41,1.725,0.95,us,us7000i35t,2022-10-05T20:02:32.040Z,"Fiji region",earthquake,10.1,4.151,0.051,37,reviewed,us,us
2022-08-28T17:04:39.757Z,-1.0764,98.5483,16.793,4.9,mb,62,47,2.557,0.66,us,us7000i34y,2022-09-22T16:18:47.040Z,"182 km WSW of Pariaman, Indonesia",earthquake,7.58,4.205,0.069,67,reviewed,us,us
2022-08-28T16:01:49.394Z,-32.4685,-178.8136,35,4.5,mb,15,131,5.604,0.52,us,us7000i5ey,2022-09-06T18:55:39.040Z,"",earthquake,9.04,1.919,0.205,9,reviewed,us,us
2022-08-28T13:21:08.892Z,-21.3438,-178.8609,558.816,5,mb,73,44,3.416,0.73,us,us7000i33u,2022-09-06T13:06:12.040Z,"Fiji region",earthquake,12.26,6.945,0.025,503,reviewed,us,us
2022-08-28T12:19:08.809Z,51.7942,160.1661,10,4.8,mb,72,119,1.542,0.52,us,us7000i33j,2022-09-11T08:55:28.040Z,"174 km SE of Vilyuchinsk, Russia",earthquake,8.03,1.88,0.061,82,reviewed,us,us
2022-08-28T10:00:30.219Z,8.7302,126.9294,48.354,4.7,mb,62,111,2.124,0.43,us,us7000i333,2022-09-11T07:03:23.040Z,"Mindanao, Philippines",earthquake,8.96,5.416,0.055,100,reviewed,us,us
2022-08-28T08:39:23.734Z,-5.7599,153.7307,35,4.5,mb,33,155,2.206,0.54,us,us7000i5el,2022-09-23T12:41:36.040Z,"203 km WNW of Panguna, Papua New Guinea",earthquake,6.23,1.925,0.115,27,reviewed,us,us
2022-08-28T07:32:52.633Z,-9.532,112.8708,35,4.5,mb,51,80,1.648,0.82,us,us7000i32l,2022-09-23T07:41:34.040Z,"146 km S of Dampit, Indonesia",earthquake,6.67,1.898,0.094,38,reviewed,us,us
2022-08-28T04:58:54.283Z,5.2774,125.3273,186.011,4.8,mb,76,70,1.798,0.9,us,us7000i31d,2022-09-23T00:05:33.040Z,"20 km SW of Sarangani, Philippines",earthquake,7.99,5.542,0.04,195,reviewed,us,us
2022-08-28T04:04:11.764Z,-29.671,-178.1965,136.549,4.5,mb,15,102,0.473,1.02,us,us7000i5ee,2022-09-06T01:26:35.040Z,"Kermadec Islands, New Zealand",earthquake,15.23,7.686,0.18,10,reviewed,us,us
2022-08-28T03:42:30.711Z,-22.5139,170.9201,10,5.2,mww,65,74,3.212,0.94,us,us7000i30z,2022-10-06T02:57:58.040Z,"southeast of the Loyalty Islands",earthquake,9.42,1.765,0.069,20,reviewed,us,us
2022-08-28T03:16:16.963Z,10.3923,93.8489,10,4.6,mb,22,94,1.659,1.38,us,us7000i5ec,2022-09-06T01:06:34.040Z,"185 km SE of Port Blair, India",earthquake,9.13,1.916,0.173,10,reviewed,us,us
2022-08-28T03:10:28.229Z,24.6414,127.7046,10,4.5,mb,26,103,2.245,1.19,us,us7000i5eb,2022-09-06T00:59:53.040Z,"164 km S of Itoman, Japan",earthquake,7.95,1.913,0.18,12,reviewed,us,us
2022-08-28T02:44:02.626Z,32.4697,142.4274,10,4.5,mb,26,118,2.294,0.69,us,us7000i5ea,2022-09-06T00:51:13.040Z,"",earthquake,9.18,1.86,0.18,10,reviewed,us,us
2022-08-28T01:40:48.932Z,-0.9294,-13.0382,10,4.8,mb,25,75,7.081,0.98,us,us7000i5e7,2022-09-06T00:32:47.040Z,"north of Ascension Island",earthquake,6.7,1.864,0.135,18,reviewed,us,us
2022-08-28T01:03:37.368Z,32.4833,142.4438,10,4.7,mb,40,118,2.303,0.54,us,us7000i300,2022-09-22T22:31:52.040Z,"Izu Islands, Japan region",earthquake,6.74,1.851,0.059,88,reviewed,us,us
2022-08-28T00:54:51.046Z,32.5011,142.4384,10,5.2,mww,219,92,2.294,0.52,us,us7000i2zw,2022-10-06T02:23:17.040Z,"Izu Islands, Japan region",earthquake,7.18,1.777,0.061,26,reviewed,us,us
2022-08-27T23:47:15.498Z,51.7063,160.1017,10,4.7,mb,118,122,1.591,0.59,us,us7000i2zl,2022-09-29T02:46:01.040Z,"178 km SE of Vilyuchinsk, Russia",earthquake,8.29,1.872,0.059,86,reviewed,us,us
2022-08-27T21:05:58.623Z,-56.9259,-25.0419,25.634,4.6,mb,27,128,7.004,0.88,us,us7000i4pu,2022-09-15T03:00:36.040Z,"",earthquake,12.53,4.76,0.12,21,reviewed,us,us
2022-08-27T20:49:51.251Z,-10.4482,109.5031,10,4.6,mb,68,71,2.713,0.66,us,us7000i2yv,2022-09-15T02:52:34.040Z,"289 km SSW of Bambanglipuro, Indonesia",earthquake,7.1,1.843,0.078,50,reviewed,us,us
2022-08-27T18:27:36.390Z,17.2838,120.7409,21.488,5.2,mww,171,36,5.515,0.74,us,us7000i2ye,2022-10-05T19:43:18.040Z,"14 km SSE of San Ramon, Philippines",earthquake,9.04,3.568,0.063,24,reviewed,us,us
2022-08-27T17:11:30.449Z,-21.0728,-11.7334,10,4.6,mb,20,154,7.624,0.73,us,us7000i4pv,2022-09-22T21:54:04.040Z,"southern Mid-Atlantic Ridge",earthquake,17.54,1.953,0.152,14,reviewed,us,us
2022-08-27T13:44:08.415Z,32.5313,142.6604,10,4.5,mb,23,146,2.467,0.99,us,us7000i4pm,2022-09-22T15:57:34.040Z,"Izu Islands, Japan region",earthquake,9.05,1.894,0.172,10,reviewed,us,us
2022-08-27T13:06:02.610Z,49.6608,156.0466,62.977,4.7,mb,53,78,3.742,0.81,us,us7000i2x1,2022-09-22T15:53:51.040Z,"Kuril Islands",earthquake,3.97,6.271,0.032,297,reviewed,us,us
2022-08-27T09:20:23.740Z,51.8749,159.3562,35,4.6,mb,56,119,1.229,0.46,us,us7000i2w4,2022-09-17T07:35:04.040Z,"134 km SSE of Vilyuchinsk, Russia",earthquake,4.27,1.907,0.062,83,reviewed,us,us
2022-08-27T05:07:47.499Z,-13.2202,167.0501,200.832,4.5,mb,34,94,2.219,0.75,us,us7000i2vd,2022-09-08T10:37:17.040Z,"90 km NW of Sola, Vanuatu",earthquake,11.76,7.82,0.108,26,reviewed,us,us
2022-08-27T02:35:43.316Z,-25.4981,178.4244,548.612,4.5,mb,17,97,7.269,0.92,us,us7000i4pb,2022-09-02T22:30:41.040Z,"south of the Fiji Islands",earthquake,14.66,10.942,0.192,9,reviewed,us,us
2022-08-26T23:20:20.609Z,-6.2899,155.1137,130.053,4.7,mb,83,67,3.602,0.61,us,us7000i2tv,2022-09-30T02:47:55.040Z,"41 km W of Panguna, Papua New Guinea",earthquake,8.12,5.292,0.046,144,reviewed,us,us
2022-08-26T19:59:45.535Z,-29.9845,-177.6551,60.749,4.5,mb,16,188,0.756,0.54,us,us7000i4p2,2022-09-30T16:00:39.040Z,"Kermadec Islands, New Zealand",earthquake,12.76,9.18,0.18,10,reviewed,us,us
2022-08-26T17:38:02.573Z,-20.3745,-11.736,10,4.5,mb,15,123,7.19,0.34,us,us7000i4nz,2022-09-21T21:18:37.040Z,"southern Mid-Atlantic Ridge",earthquake,8.86,1.848,0.18,9,reviewed,us,us
2022-08-26T17:29:07.150Z,8.5809,126.4956,48.159,4.5,mb,54,95,1.755,0.71,us,us7000i4ny,2022-09-21T20:13:06.040Z,"28 km E of Gamut, Philippines",earthquake,10.97,1.389,0.088,41,reviewed,us,us
2022-08-26T17:24:03.963Z,-60.1371,-25.1111,10,4.6,mb,20,119,8.509,0.52,us,us7000i4nx,2022-09-30T16:26:43.040Z,"South Sandwich Islands region",earthquake,10.96,1.745,0.137,17,reviewed,us,us
2022-08-26T16:59:09.659Z,-20.424,-11.9446,10,4.6,mb,15,101,7.377,0.87,us,us7000i4p6,2022-09-04T16:02:36.040Z,"southern Mid-Atlantic Ridge",earthquake,13.87,1.896,0.164,11,reviewed,us,us
2022-08-26T16:10:50.259Z,-14.4836,167.3282,173.323,5,mww,89,60,0.966,0.8,us,us7000i2qa,2022-09-18T14:36:23.040Z,"67 km NNE of Port-Olry, Vanuatu",earthquake,9.99,4.713,0.086,13,reviewed,us,us
2022-08-26T12:24:17.367Z,-0.0089,125.2439,58.23,4.5,mb,40,65,2.26,0.37,us,us7000i4nu,2022-09-03T12:01:40.040Z,"149 km SSE of Tondano, Indonesia",earthquake,4.61,8.15,0.111,24,reviewed,us,us
2022-08-26T05:38:13.486Z,29.6151,-42.7976,10,4.8,mb,91,95,21.573,0.46,us,us7000i2ik,2022-09-06T11:29:15.040Z,"northern Mid-Atlantic Ridge",earthquake,12.14,1.891,0.062,82,reviewed,us,us
2022-08-26T05:33:40.689Z,29.4435,-42.8069,10,4.6,mb,27,76,19.005,0.33,us,us7000i4ni,2022-09-06T11:26:56.040Z,"northern Mid-Atlantic Ridge",earthquake,7.54,1.855,0.117,22,reviewed,us,us
2022-08-26T05:11:58.297Z,17.042,147.2924,27.234,4.6,mb,27,111,4.154,0.45,us,us7000i4nq,2022-09-06T11:20:55.040Z,"260 km NE of Saipan, Northern Mariana Islands",earthquake,13.41,6.478,0.12,21,reviewed,us,us
2022-08-26T04:52:25.244Z,25.0099,95.2338,91.384,4.6,mb,45,53,2.792,0.67,us,us7000i2i8,2022-09-28T23:33:52.040Z,"103 km SE of Phek, India",earthquake,10.18,9.25,0.1,32,reviewed,us,us
2022-08-26T03:36:55.032Z,-5.1341,130.5138,108.107,4.6,mb,18,114,2.799,0.73,us,us7000i4ng,2022-09-28T23:24:43.040Z,"254 km WNW of Tual, Indonesia",earthquake,12.46,9.129,0.182,9,reviewed,us,us
2022-08-25T23:48:30.551Z,32.0426,130.0628,10,4.6,mb,57,78,0.627,0.64,us,us7000i2h1,2022-09-30T02:35:29.040Z,"13 km WNW of Akune, Japan",earthquake,4.6,1.863,0.086,40,reviewed,us,us
2022-08-25T23:13:56.510Z,5.1037,127.2002,8.991,5,mb,68,55,2.532,0.83,us,us7000i4mr,2022-09-04T00:08:18.040Z,"179 km SE of Pondaguitan, Philippines",earthquake,7.57,4.245,0.078,52,reviewed,us,us
2022-08-25T22:14:38.408Z,-15.0603,-174.6878,10,5.1,mb,37,54,3.038,0.7,us,us7000i4mm,2022-09-03T22:20:35.040Z,"137 km NW of Hihifo, Tonga",earthquake,6.38,1.862,0.114,25,reviewed,us,us
2022-08-25T15:41:02.603Z,-31.472,-178.0509,36.974,4.8,mb,29,157,6.778,1.17,us,us7000i2fm,2022-09-30T16:36:25.040Z,"Kermadec Islands region",earthquake,12.18,7.724,0.118,24,reviewed,us,us
2022-08-25T09:46:15.427Z,-6.0996,130.4781,133.532,4.7,mb,55,41,2.04,0.93,us,us7000i2a4,2022-09-20T06:18:15.040Z,"257 km WSW of Tual, Indonesia",earthquake,8.03,6.709,0.066,69,reviewed,us,us
2022-08-25T03:21:30.680Z,-4.7217,101.7512,35,5,mb,70,66,1.253,0.73,us,us7000i285,2022-09-05T02:31:02.040Z,"116 km SSW of Bengkulu, Indonesia",earthquake,6.41,1.809,0.074,59,reviewed,us,us
2022-08-25T00:00:09.761Z,29.1199,105.4779,10,4.6,mb,66,72,7.89,0.52,us,us7000i27b,2022-09-13T23:34:08.031Z,"48 km WSW of Yongchuan, China",earthquake,11.16,1.834,0.083,43,reviewed,us,us
2022-08-24T22:43:28.938Z,47.8353,153.7829,62.802,5,mb,215,91,5.84,0.56,us,us7000i26g,2022-09-08T03:35:52.040Z,"Kuril Islands",earthquake,7.86,5.023,0.042,181,reviewed,us,us
2022-08-24T21:48:11.227Z,23.7516,94.5482,96.15,5,mb,170,51,2.879,0.6,us,us7000i261,2022-09-08T02:00:53.670Z,"",earthquake,7.13,5.687,0.047,144,reviewed,us,us
2022-08-24T20:10:51.593Z,3.5265,127.0736,40.383,4.9,mb,74,52,2.752,1.15,us,us7000i255,2022-09-22T13:16:55.040Z,"224 km NNW of Tobelo, Indonesia",earthquake,6.74,5.646,0.052,116,reviewed,us,us
2022-08-24T19:32:31.274Z,-30.8104,-89.9889,10,4.7,mb,57,98,9.864,0.79,us,us7000i24n,2022-09-22T13:12:53.040Z,"southeast central Pacific Ocean",earthquake,8.43,1.802,0.059,87,reviewed,us,us
2022-08-24T18:06:03.554Z,-20.6011,-177.8003,499.849,4.8,mb,74,69,2.493,0.8,us,us7000i243,2022-09-22T13:20:01.040Z,"276 km WNW of Haveluloto, Tonga",earthquake,12.53,6.491,0.068,66,reviewed,us,us
2022-08-24T15:33:35.940Z,-19.8231,168.8665,40.773,5,mww,51,62,4.363,0.52,us,us7000i238,2022-09-28T22:09:46.040Z,"53 km SW of Isangel, Vanuatu",earthquake,5.36,5.854,0.089,12,reviewed,us,us
2022-08-24T13:09:38.175Z,46.6323,153.1305,10,4.6,mb,84,114,7.122,0.47,us,us7000i20a,2022-09-22T10:14:32.040Z,"Kuril Islands",earthquake,9.01,1.853,0.054,102,reviewed,us,us
2022-08-24T12:09:46.807Z,-22.0137,-68.5753,117,5.4,mww,132,66,1.003,0.79,us,us7000i1zr,2022-09-30T05:38:34.261Z,"60 km NE of Calama, Chile",earthquake,6.27,1.914,0.056,31,reviewed,us,us
2022-08-24T03:14:56.782Z,-58.0748,-25.0845,35,4.6,mb,18,132,7.409,0.46,us,us7000i4c4,2022-09-02T02:15:28.040Z,"",earthquake,11.77,1.936,0.136,16,reviewed,us,us
2022-08-24T02:41:30.529Z,-5.2295,102.9363,57.472,4.7,mb,39,175,0.864,0.45,us,us7000i1xc,2022-09-08T00:56:42.040Z,"137 km SSW of Pagar Alam, Indonesia",earthquake,8.1,7.215,0.129,18,reviewed,us,us
2022-08-24T01:26:52.983Z,16.8403,-99.6479,27.099,4.8,mb,154,71,0.181,0.62,us,us7000i1wm,2022-09-06T04:30:34.120Z,"0 km WSW of Aguas Calientes, Mexico",earthquake,5,4.081,0.046,144,reviewed,us,us
2022-08-23T19:46:51.333Z,-6.2272,103.8061,25.585,5.1,mb,152,36,2.039,0.82,us,us7000i1uy,2022-09-30T16:48:37.040Z,"183 km WSW of Bandar Lampung, Indonesia",earthquake,7.57,3.867,0.056,117,reviewed,us,us
2022-08-23T19:39:41.382Z,26.9959,127.2743,108.82,4.6,mb,135,59,0.905,0.86,us,us7000i1uw,2022-09-30T16:52:46.040Z,"82 km WNW of Nago, Japan",earthquake,8.54,5.819,0.048,135,reviewed,us,us
2022-08-23T18:45:09.191Z,-31.3084,179.9556,397.598,4.6,mb,103,62,2.745,0.8,us,us7000i1uj,2022-09-30T16:56:36.040Z,"Kermadec Islands region",earthquake,6.97,3.881,0.056,102,reviewed,us,us
2022-08-23T18:41:30.082Z,-62.1554,161.4426,10,5.9,mww,102,52,7.789,0.85,us,us7000i1ui,2022-09-30T17:09:46.238Z,"Balleny Islands region",earthquake,9.62,1.766,0.058,29,reviewed,us,us
2022-08-23T17:53:01.242Z,-61.9038,161.4761,10,4.6,mb,11,151,7.545,1.28,us,us7000i421,2022-09-20T22:00:47.040Z,"Balleny Islands region",earthquake,14.01,1.942,0.158,12,reviewed,us,us
2022-08-23T17:20:06.779Z,37.5368,141.5007,51.371,4.5,mb,69,126,2.815,0.63,us,us7000i1u1,2022-09-20T18:19:02.040Z,"44 km E of Namie, Japan",earthquake,6.49,4.189,0.083,47,reviewed,us,us
2022-08-23T16:45:10.247Z,3.9797,95.8875,68.048,4.6,mb,63,98,1.63,0.34,us,us6000id55,2022-08-31T20:36:24.040Z,"off the west coast of northern Sumatra",earthquake,8.62,6.83,0.084,45,reviewed,us,us
2022-08-23T16:29:43.085Z,-20.4851,-173.9139,17.064,5.1,mb,40,126,0.774,0.9,us,us6000id52,2022-08-31T20:31:53.040Z,"87 km SSE of Pangai, Tonga",earthquake,5.07,4.297,0.045,167,reviewed,us,us
2022-08-23T15:53:54.996Z,-24.902,-179.8871,489.538,4.6,mb,34,105,5.692,0.57,us,us7000i41x,2022-08-31T19:10:36.040Z,"south of the Fiji Islands",earthquake,12.76,9.311,0.088,39,reviewed,us,us
2022-08-23T14:49:11.251Z,37.678,-31.9366,10,4.6,mb,19,109,1.792,0.99,us,us7000i42b,2022-08-31T18:59:20.040Z,"199 km SSW of Lajes das Flores, Portugal",earthquake,9.24,1.911,0.182,13,reviewed,us,us
2022-08-23T14:31:40.156Z,-5.0663,103.0801,51.924,6.2,mww,115,42,0.712,0.73,us,us6000id0t,2022-09-28T19:14:35.113Z,"southern Sumatra, Indonesia",earthquake,6.56,4.183,0.046,46,reviewed,us,us
2022-08-23T14:23:55.445Z,-24.532,179.9812,495.569,4.5,mb,42,118,5.56,0.68,us,us7000i41w,2022-08-31T17:32:04.040Z,"south of the Fiji Islands",earthquake,10.69,8.11,0.099,33,reviewed,us,us
2022-08-23T13:39:12.191Z,-5.4006,131.3864,87.85,5,mww,58,48,2.567,0.64,us,us6000id0n,2022-09-28T18:54:22.040Z,"153 km W of Tual, Indonesia",earthquake,7.48,7.299,0.093,11,reviewed,us,us
